Instance,Swaps,Group,Ours,Theirs
extra_6x6_40-5,40,6 wires,174.0198972,
extra_6x6_40-6,40,6 wires,768.33463,
extra_6x6_40-7,40,6 wires,141.8845302,
extra_6x6_40-8,40,6 wires,64.26179781,
extra_6x6_40-9,40,6 wires,239.7269339,
extra_6x6_41-0,41,6 wires,1721.571908,
extra_6x6_41-1,41,6 wires,652.3566247,
extra_6x6_41-2,41,6 wires,999.9060199,
extra_6x6_41-3,41,6 wires,585.2175043,
extra_6x6_41-4,41,6 wires,101.2258908,
extra_6x6_41-5,41,6 wires,1562.312936,
extra_6x6_41-6,41,6 wires,3950.85934,
extra_6x6_41-7,41,6 wires,129.98187,
extra_6x6_41-8,41,6 wires,279.3690994,
extra_6x6_41-9,41,6 wires,1087.258482,
extra_6x6_42-0,42,6 wires,571.9857175,
extra_6x6_42-1,42,6 wires,219.8620261,
extra_6x6_42-2,42,6 wires,64.32510378,
extra_6x6_42-3,42,6 wires,271.4095906,
extra_6x6_42-4,42,6 wires,775.5889119,
extra_6x6_42-5,42,6 wires,1346.70904,
extra_6x6_42-6,42,6 wires,1928.333184,
extra_6x6_42-7,42,6 wires,606.8624586,
extra_6x6_42-8,42,6 wires,208.2091382,
extra_6x6_42-9,42,6 wires,1330.873306,
extra_6x6_43-0,43,6 wires,100.456927,
extra_6x6_43-1,43,6 wires,1236.571592,
extra_6x6_43-2,43,6 wires,4245.196496,
extra_6x6_43-3,43,6 wires,1570.79991,
extra_6x6_43-4,43,6 wires,2943.649289,
7x7_010,0,7 wires,0.000999689,5.327336561
7x7_076,1,7 wires,0.0000851,0.151610445
7x7_053,2,7 wires,0.00058343,0.212592173
7x7_002,3,7 wires,0.000278263,0.201700881
7x7_043,3,7 wires,0.000253675,0.225588574
7x7_074,3,7 wires,0.00023795,0.212294245
7x7_086,3,7 wires,0.000199157,0.214642216
7x7_025,4,7 wires,0.000286007,0.230885885
7x7_029,4,7 wires,0.000383426,0.237035329
7x7_041,4,7 wires,0.000448059,0.204242436
7x7_063,4,7 wires,0.000384295,0.249683983
7x7_066,4,7 wires,0.000260144,0.304560348
7x7_047,5,7 wires,0.003068493,0.272575249
7x7_077,5,7 wires,0.000838405,0.275426786
7x7_097,5,7 wires,0.001025395,0.274261182
7x7_003,6,7 wires,0.000866915,0.273917398
7x7_015,6,7 wires,0.001483118,0.27094661
7x7_023,6,7 wires,0.000890056,0.266319258
7x7_037,6,7 wires,0.001309251,0.269197316
7x7_070,6,7 wires,0.000865795,0.269028026
7x7_004,7,7 wires,0.000729652,0.292433583
7x7_007,7,7 wires,0.002201312,0.32263051
7x7_008,7,7 wires,0.00079613,0.290563196
7x7_031,7,7 wires,0.001048122,0.305460791
7x7_090,7,7 wires,0.002171773,0.303569792
7x7_093,7,7 wires,0.000838395,0.273782904
7x7_102,7,7 wires,0.001151351,0.285346278
7x7_106,7,7 wires,0.001509866,0.296980286
7x7_107,7,7 wires,0.002038632,0.333135403
7x7_027,8,7 wires,0.001682677,0.308079783
7x7_028,8,7 wires,0.003468676,0.317490361
7x7_035,8,7 wires,0.001963085,0.296756363
7x7_036,8,7 wires,0.001897442,0.324108061
7x7_065,8,7 wires,0.002205808,0.317882225
7x7_069,8,7 wires,0.001823662,0.329326013
7x7_100,8,7 wires,0.003198137,0.359789315
7x7_108,8,7 wires,0.001952063,0.319424446
7x7_110,8,7 wires,0.0027974,0.320517821
7x7_022,9,7 wires,0.00247392,0.392755279
7x7_033,9,7 wires,0.002431519,0.356591738
7x7_062,9,7 wires,0.002537901,0.349560564
7x7_068,9,7 wires,0.004689639,0.375595809
7x7_078,9,7 wires,0.008096956,0.341525985
7x7_081,9,7 wires,0.0064943,0.3390905
7x7_098,9,7 wires,0.001755144,0.320229541
7x7_115,9,7 wires,0.00662903,0.382578152
7x7_020,10,7 wires,0.003845477,0.416120136
7x7_059,10,7 wires,0.006781659,0.38986857
7x7_072,10,7 wires,0.004740681,0.341959393
7x7_085,10,7 wires,0.013317304,0.368975243
7x7_111,10,7 wires,0.008281088,0.356862381
7x7_113,10,7 wires,0.004625019,0.345946526
7x7_005,11,7 wires,0.021940199,0.448734423
7x7_058,11,7 wires,0.005987019,0.368775007
7x7_092,11,7 wires,0.010169287,0.362877129
7x7_095,11,7 wires,0.006387298,0.341511473
7x7_021,12,7 wires,0.03040419,1.552324484
7x7_024,12,7 wires,0.023876541,10.664778
7x7_032,12,7 wires,0.015741619,0.374131406
7x7_044,12,7 wires,0.016673834,0.375438568
7x7_048,12,7 wires,0.025654182,0.449961652
7x7_056,12,7 wires,0.01311853,0.445957011
7x7_057,12,7 wires,0.016053166,0.403501858
7x7_071,12,7 wires,0.032190993,0.547113499
7x7_073,12,7 wires,0.036477721,0.5897504
7x7_075,12,7 wires,0.016944766,0.375121413
7x7_082,12,7 wires,0.023824405,0.452420966
7x7_012,13,7 wires,0.029596599,0.440176406
7x7_016,13,7 wires,0.040808212,0.484070177
7x7_019,13,7 wires,0.027071773,0.549497919
7x7_042,13,7 wires,0.043205347,0.577728787
7x7_054,13,7 wires,0.047979158,2.792493259
7x7_055,13,7 wires,0.042308733,15.41716027
7x7_064,13,7 wires,0.029571187,0.449867904
7x7_083,13,7 wires,0.052235773,0.716534443
7x7_001,14,7 wires,0.051091946,0.986785748
7x7_013,14,7 wires,0.079587371,0.67023985
7x7_039,14,7 wires,0.089069342,0.7371735
7x7_040,14,7 wires,0.060752419,0.564633442
7x7_060,14,7 wires,0.094588024,0.55142227
7x7_067,14,7 wires,0.089268208,0.619252721
7x7_079,14,7 wires,0.050629413,0.611187369
7x7_089,14,7 wires,0.045515709,18.53657873
7x7_091,14,7 wires,0.073469446,2.634519878
7x7_099,14,7 wires,0.090201729,0.530412919
7x7_101,14,7 wires,0.102516009,0.754385368
7x7_105,14,7 wires,0.089275433,3.847279006
7x7_116,14,7 wires,0.06700435,12.43531705
7x7_006,15,7 wires,0.109635934,9.404069416
7x7_014,15,7 wires,0.155038287,2.292951692
7x7_030,15,7 wires,0.29707889,2.582483044
7x7_038,15,7 wires,0.233926374,1.627797127
7x7_087,15,7 wires,0.09795892,0.96292848
7x7_088,15,7 wires,0.130983036,3.715505723
7x7_034,16,7 wires,0.136379531,6.113042799
7x7_049,16,7 wires,0.398636907,1.312269075
7x7_084,16,7 wires,0.553493416,0.780403315
7x7_011,17,7 wires,0.643193865,6.333434302
7x7_052,17,7 wires,0.915448772,2.527725942
7x7_096,17,7 wires,1.116456222,2.795148107
7x7_104,17,7 wires,0.79105904,1.593062872
7x7_009,18,7 wires,1.348041174,3.023794359
7x7_018,18,7 wires,1.902587937,15.37684521
7x7_051,18,7 wires,2.330661768,2.836156011
7x7_080,19,7 wires,2.349821297,97.66362219
7x7_109,19,7 wires,4.009013668,5.773110619
7x7_017,19,7 wires,0.726944577,581.3058455
7x7_026,19,7 wires,1.91384683,16.38150158
7x7_046,20,7 wires,5.065244023,145.3224549
7x7_114,21,7 wires,8.381600674,242.335576
extra_7x7_22-0,22,7 wires,0.086967484,1.261275013
extra_7x7_22-1,22,7 wires,0.32372965,3605.02542
extra_7x7_22-2,22,7 wires,4.446119929,636.8247263
extra_7x7_22-3,22,7 wires,0.053450248,202.0475923
extra_7x7_22-4,22,7 wires,0.129201135,3603.529313
extra_7x7_22-5,22,7 wires,0.430493916,3636.546426
extra_7x7_22-6,22,7 wires,0.563631052,103.696094
extra_7x7_22-7,22,7 wires,0.500507362,3605.199176
extra_7x7_22-8,22,7 wires,0.083127377,3601.869793
extra_7x7_22-9,22,7 wires,0.985066868,3613.134518
extra_7x7_23-0,23,7 wires,0.136735827,232.3239254
extra_7x7_23-1,23,7 wires,0.201183543,3622.655019
extra_7x7_23-2,23,7 wires,0.711329562,3619.260268
extra_7x7_23-3,23,7 wires,0.137711107,3165.244573
extra_7x7_23-4,23,7 wires,0.113109617,6.036816015
extra_7x7_23-5,23,7 wires,2.838191785,2237.059935
extra_7x7_23-6,23,7 wires,1.998426977,1031.900576
extra_7x7_23-7,23,7 wires,1.215057651,1666.81282
extra_7x7_23-8,23,7 wires,0.366891384,
extra_7x7_23-9,23,7 wires,0.310768621,
extra_7x7_24-0,24,7 wires,1.38823148,
extra_7x7_24-1,24,7 wires,0.995847967,
extra_7x7_24-2,24,7 wires,3.479819136,
extra_7x7_24-3,24,7 wires,1.623988516,
extra_7x7_24-4,24,7 wires,0.764651758,
extra_7x7_24-5,24,7 wires,1.304524636,
extra_7x7_24-6,24,7 wires,0.447639103,
extra_7x7_24-7,24,7 wires,0.815657336,
extra_7x7_24-8,24,7 wires,1.657686396,
extra_7x7_24-9,24,7 wires,0.71612874,
extra_7x7_25-0,25,7 wires,0.524286755,
extra_7x7_25-1,25,7 wires,2.079637183,
extra_7x7_25-2,25,7 wires,1.656069856,
extra_7x7_25-3,25,7 wires,0.925129816,
extra_7x7_25-4,25,7 wires,1.275674818,
extra_7x7_25-5,25,7 wires,1.28481898,
extra_7x7_25-6,25,7 wires,0.800460123,
extra_7x7_25-7,25,7 wires,0.331862788,
extra_7x7_25-8,25,7 wires,0.925632372,
extra_7x7_25-9,25,7 wires,1.014494143,
extra_7x7_26-0,26,7 wires,2.890539362,
extra_7x7_26-1,26,7 wires,1.032517246,
extra_7x7_26-2,26,7 wires,2.220368522,
extra_7x7_26-3,26,7 wires,1.870537778,
extra_7x7_26-4,26,7 wires,1.636107767,
extra_7x7_26-5,26,7 wires,6.204907047,
extra_7x7_26-6,26,7 wires,10.97599984,
extra_7x7_26-7,26,7 wires,1.161013266,
extra_7x7_26-8,26,7 wires,0.678715049,
extra_7x7_26-9,26,7 wires,0.550418807,
extra_7x7_27-0,27,7 wires,3.30842036,
extra_7x7_27-1,27,7 wires,7.905988837,
extra_7x7_27-2,27,7 wires,0.820662382,
extra_7x7_27-3,27,7 wires,3.699695621,
extra_7x7_27-4,27,7 wires,4.951629318,
extra_7x7_27-5,27,7 wires,6.40288221,
extra_7x7_27-6,27,7 wires,3.016035416,
extra_7x7_27-7,27,7 wires,20.77187592,
extra_7x7_27-8,27,7 wires,11.91348552,
extra_7x7_27-9,27,7 wires,0.987398298,
extra_7x7_28-0,28,7 wires,7.605538039,
extra_7x7_28-1,28,7 wires,36.5170713,
extra_7x7_28-2,28,7 wires,2.245306758,
extra_7x7_28-3,28,7 wires,11.81090603,
extra_7x7_28-4,28,7 wires,2.070773284,
extra_7x7_28-5,28,7 wires,0.91281115,
extra_7x7_28-6,28,7 wires,23.41128688,
extra_7x7_28-7,28,7 wires,6.790852283,
extra_7x7_28-8,28,7 wires,3.006766329,
extra_7x7_28-9,28,7 wires,5.331759169,
extra_7x7_29-0,29,7 wires,12.35001536,
extra_7x7_29-1,29,7 wires,2.3897941,
extra_7x7_29-2,29,7 wires,2.917160898,
extra_7x7_29-3,29,7 wires,75.16072195,
extra_7x7_29-4,29,7 wires,30.19120022,
extra_7x7_29-5,29,7 wires,19.58715787,
extra_7x7_29-6,29,7 wires,45.45641818,
extra_7x7_29-7,29,7 wires,26.1030441,
extra_7x7_29-8,29,7 wires,55.47578198,
extra_7x7_29-9,29,7 wires,21.14337997,
extra_7x7_30-0,30,7 wires,9.858262201,
extra_7x7_30-1,30,7 wires,3.631738388,
extra_7x7_30-2,30,7 wires,3.568181861,
extra_7x7_30-3,30,7 wires,39.0993662,
extra_7x7_30-4,30,7 wires,1.497973198,
extra_7x7_30-5,30,7 wires,0.088716111,
extra_7x7_30-6,30,7 wires,0.07598115,
extra_7x7_30-7,30,7 wires,0.862464216,
extra_7x7_30-8,30,7 wires,1.150973708,
extra_7x7_30-9,30,7 wires,2.662052653,
extra_7x7_31-0,31,7 wires,2.327066772,
extra_7x7_31-1,31,7 wires,8.949023565,
extra_7x7_31-2,31,7 wires,1.876514272,
extra_7x7_31-3,31,7 wires,4.996951282,
extra_7x7_31-4,31,7 wires,3.72517756,
extra_7x7_31-5,31,7 wires,42.45547656,
extra_7x7_31-6,31,7 wires,25.98614044,
extra_7x7_31-7,31,7 wires,7.356590284,
extra_7x7_31-8,31,7 wires,1.092856506,
extra_7x7_31-9,31,7 wires,0.438477453,
extra_7x7_32-0,32,7 wires,4.918927584,
extra_7x7_32-1,32,7 wires,22.0200897,
extra_7x7_32-2,32,7 wires,15.36047752,
extra_7x7_32-3,32,7 wires,4.430153784,
extra_7x7_32-4,32,7 wires,5.326602418,
extra_7x7_32-5,32,7 wires,42.67843429,
extra_7x7_32-6,32,7 wires,4.686534942,
extra_7x7_32-7,32,7 wires,5.75203156,
extra_7x7_32-8,32,7 wires,5.829663541,
extra_7x7_32-9,32,7 wires,96.93004421,
extra_7x7_33-0,33,7 wires,2.227140046,
extra_7x7_33-1,33,7 wires,46.98946429,
extra_7x7_33-2,33,7 wires,0.917811651,
extra_7x7_33-3,33,7 wires,0.129651955,
extra_7x7_33-4,33,7 wires,31.55190324,
extra_7x7_33-5,33,7 wires,3.416143977,
extra_7x7_33-6,33,7 wires,11.67207064,
extra_7x7_33-7,33,7 wires,53.5800256,
extra_7x7_33-8,33,7 wires,10.57885265,
extra_7x7_33-9,33,7 wires,68.45468475,
extra_7x7_34-0,34,7 wires,23.68581427,
extra_7x7_34-1,34,7 wires,20.05187063,
extra_7x7_34-2,34,7 wires,15.63182098,
extra_7x7_34-3,34,7 wires,44.89464732,
extra_7x7_34-4,34,7 wires,10.53456265,
extra_7x7_34-5,34,7 wires,51.6349755,
extra_7x7_34-6,34,7 wires,2.424309471,
extra_7x7_34-7,34,7 wires,2.323663094,
extra_7x7_34-8,34,7 wires,57.42592404,
extra_7x7_34-9,34,7 wires,19.63331474,
extra_7x7_35-0,35,7 wires,113.7614216,
extra_7x7_35-1,35,7 wires,146.0896751,
extra_7x7_35-2,35,7 wires,103.136129,
extra_7x7_35-3,35,7 wires,1.904684567,
extra_7x7_35-4,35,7 wires,31.19151313,
extra_7x7_35-5,35,7 wires,235.3435953,
extra_7x7_35-6,35,7 wires,30.21058167,
extra_7x7_35-7,35,7 wires,2.54623565,
extra_7x7_35-8,35,7 wires,8.968292593,
extra_7x7_35-9,35,7 wires,47.1526721,
extra_7x7_36-0,36,7 wires,1237.187002,
extra_7x7_36-1,36,7 wires,9.450219315,
extra_7x7_36-2,36,7 wires,65.19762515,
extra_7x7_36-3,36,7 wires,23.90406781,
extra_7x7_36-4,36,7 wires,81.48361566,
extra_7x7_36-5,36,7 wires,94.67938851,
extra_7x7_36-6,36,7 wires,88.43758297,
extra_7x7_36-7,36,7 wires,24.46744935,
extra_7x7_36-8,36,7 wires,25.47355664,
extra_7x7_36-9,36,7 wires,474.4055739,
extra_7x7_37-0,37,7 wires,39.72111427,
extra_7x7_37-1,37,7 wires,84.49281023,
extra_7x7_37-2,37,7 wires,351.2403021,
extra_7x7_37-3,37,7 wires,169.2805834,
extra_7x7_37-4,37,7 wires,85.59644187,
extra_7x7_37-5,37,7 wires,868.4630612,
extra_7x7_37-6,37,7 wires,265.883643,
extra_7x7_37-7,37,7 wires,415.794037,
extra_7x7_37-8,37,7 wires,25.95494262,
extra_7x7_37-9,37,7 wires,105.519736,
extra_7x7_38-0,38,7 wires,517.1332644,
extra_7x7_38-1,38,7 wires,489.777881,
extra_7x7_38-2,38,7 wires,273.8492757,
extra_7x7_38-3,38,7 wires,45.87912679,
extra_7x7_38-4,38,7 wires,132.5865857,
extra_7x7_38-5,38,7 wires,1.986114066,
extra_7x7_38-6,38,7 wires,200.5076349,
extra_7x7_38-7,38,7 wires,14.68420218,
extra_7x7_38-8,38,7 wires,175.8486978,
extra_7x7_38-9,38,7 wires,21.44585922,
extra_7x7_39-0,39,7 wires,46.82363647,
extra_7x7_39-1,39,7 wires,296.3997683,
extra_7x7_39-2,39,7 wires,27.56203236,
extra_7x7_39-3,39,7 wires,39.83568596,
extra_7x7_39-4,39,7 wires,2115.079173,
extra_7x7_39-5,39,7 wires,241.2585547,
extra_7x7_39-6,39,7 wires,834.112623,
extra_7x7_39-7,39,7 wires,129.6016816,
extra_7x7_39-8,39,7 wires,59.37776574,
extra_7x7_39-9,39,7 wires,55.11563084,
extra_7x7_40-0,40,7 wires,225.9601574,
extra_7x7_40-1,40,7 wires,1096.87585,
extra_7x7_40-2,40,7 wires,18.45965805,
extra_7x7_40-3,40,7 wires,216.4213374,
extra_7x7_40-4,40,7 wires,1572.833408,
extra_7x7_40-5,40,7 wires,38.03118413,
extra_7x7_40-6,40,7 wires,127.0018567,
extra_7x7_40-7,40,7 wires,1716.499473,
extra_7x7_40-8,40,7 wires,809.2380696,
extra_7x7_40-9,40,7 wires,847.8342662,
extra_7x7_41-0,41,7 wires,527.4118526,
extra_7x7_41-1,41,7 wires,93.25397924,
extra_7x7_41-2,41,7 wires,104.4315502,
extra_7x7_41-3,41,7 wires,27.35025681,
extra_7x7_41-4,41,7 wires,405.7648705,
extra_7x7_41-5,41,7 wires,140.4183025,
extra_7x7_41-6,41,7 wires,627.8742051,
extra_7x7_41-7,41,7 wires,231.1677645,
extra_7x7_41-8,41,7 wires,135.6165301,
extra_7x7_41-9,41,7 wires,28.07881559,
extra_7x7_42-0,41,7 wires,1341.789077,
extra_7x7_42-1,42,7 wires,485.2700291,
extra_7x7_42-2,42,7 wires,824.7814766,
extra_7x7_42-3,42,7 wires,224.5770273,
extra_7x7_42-4,42,7 wires,1598.9338128,
extra_7x7_42-5,42,7 wires,112.6861227,
extra_7x7_42-6,42,7 wires,890.7998436,
extra_7x7_42-7,42,7 wires,139.8016764,
extra_7x7_42-8,42,7 wires,428.2725354,
extra_7x7_43-0,43,7 wires,218.4427095,
extra_7x7_43-1,43,7 wires,1552.2552845,
extra_7x7_43-2,43,7 wires,451.4343961,
extra_7x7_43-3,43,7 wires,1819.7819519,
extra_7x7_43-4,43,7 wires,1793.2044193,
extra_7x7_43-5,43,7 wires,189.3544275,
extra_7x7_43-6,43,7 wires,703.0650895,
extra_7x7_43-7,43,7 wires,507.0421336,
extra_7x7_43-8,43,7 wires,385.3962990,
extra_7x7_44-0,44,7 wires,1475.3760589,
extra_7x7_44-1,44,7 wires,496.7365958,
extra_7x7_44-2,44,7 wires,704.6588754,
extra_7x7_44-3,44,7 wires,263.5364337,
extra_7x7_44-4,44,7 wires,1275.8428612,